"","index","country","organisation","unit","subgroup","date","hhsize","hhchildren","partner"
"2883",2970,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2884",2971,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,2,"Bangladesh Plan International"
"2885",2972,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2886",2973,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2887",2974,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,2,"Bangladesh Plan International"
"2888",2975,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2889",2976,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,2,"Bangladesh Plan International"
"2890",2977,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,3,"Bangladesh Plan International"
"2891",2978,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2892",2979,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2893",2980,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,1,"Bangladesh Plan International"
"2894",2981,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2895",2982,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2896",2983,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2897",2984,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,1,"Bangladesh Plan International"
"2898",2985,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2899",2986,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,1,"Bangladesh Plan International"
"2900",2987,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2901",2988,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,2,"Bangladesh Plan International"
"2902",2989,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2903",2990,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,1,"Bangladesh Plan International"
"2904",2991,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,6,4,"Bangladesh Plan International"
"2905",2992,"Bangladesh","Plan International","Neighbourhood/_quarter","Host_community_HH",2022-12-17,7,5,"Bangladesh Plan International"
"2906",2993,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2907",2994,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,5,3,"Bangladesh Plan International"
"2908",2995,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,3,1,"Bangladesh Plan International"
"2909",2996,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2910",2997,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2911",2998,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,3,1,"Bangladesh Plan International"
"2912",2999,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2913",3000,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,4,"South Sudan Save the Children"
"2914",3001,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,5,"South Sudan Save the Children"
"2915",3002,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,10,5,"South Sudan Save the Children"
"2916",3003,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,10,8,"South Sudan Save the Children"
"2917",3004,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,4,"South Sudan Save the Children"
"2918",3005,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,6,5,"South Sudan Save the Children"
"2919",3006,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,3,"South Sudan Save the Children"
"2920",3007,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,7,"South Sudan Save the Children"
"2921",3008,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,7,5,"South Sudan Save the Children"
"2922",3009,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,3,2,"South Sudan Save the Children"
"2923",3010,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,11,8,"South Sudan Save the Children"
"2924",3011,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,7,6,"South Sudan Save the Children"
"2925",3012,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,6,5,"South Sudan Save the Children"
"2926",3013,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,7,"South Sudan Save the Children"
"2927",3014,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,5,"South Sudan Save the Children"
"2928",3015,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,10,8,"South Sudan Save the Children"
"2929",3016,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,4,1,"South Sudan Save the Children"
"2930",3017,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,8,2,"South Sudan Save the Children"
"2931",3018,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-17,5,4,"South Sudan Save the Children"
"2932",3019,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,9,4,"South Sudan Save the Children"
"2933",3020,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,8,4,"South Sudan Save the Children"
"2934",3021,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,7,4,"South Sudan Save the Children"
"2935",3022,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,10,4,"South Sudan Save the Children"
"2936",3023,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,4,2,"South Sudan Save the Children"
"2937",3024,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-14,6,5,"South Sudan Save the Children"
"2938",3025,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,16,7,"South Sudan Save the Children"
"2939",3026,"South Sudan","Save the Children","Camp","Host_community_HH",2022-12-17,10,4,"South Sudan Save the Children"
"2940",3027,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,8,7,"South Sudan Save the Children"
"2941",3028,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,4,2,"South Sudan Save the Children"
"2942",3029,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,5,3,"South Sudan Save the Children"
"2943",3030,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,5,4,"South Sudan Save the Children"
"2944",3031,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,8,6,"South Sudan Save the Children"
"2945",3032,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,6,5,"South Sudan Save the Children"
"2946",3033,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,8,4,"South Sudan Save the Children"
"2947",3034,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,9,4,"South Sudan Save the Children"
"2948",3035,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,4,2,"South Sudan Save the Children"
"2949",3036,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,5,2,"South Sudan Save the Children"
"2950",3037,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,5,3,"South Sudan Save the Children"
"2951",3038,"South Sudan","Save the Children","Camp","Refugee_HH",2022-12-16,6,2,"South Sudan Save the Children"
"2952",3039,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,8,7,"South Sudan Save the Children"
"2953",3040,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,6,3,"South Sudan Save the Children"
"2954",3041,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,4,3,"South Sudan Save the Children"
"2955",3042,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,10,7,"South Sudan Save the Children"
"2956",3043,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,4,2,"South Sudan Save the Children"
"2957",3044,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,12,8,"South Sudan Save the Children"
"2958",3045,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,5,3,"South Sudan Save the Children"
"2959",3046,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,4,2,"South Sudan Save the Children"
"2960",3047,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,5,4,"South Sudan Save the Children"
"2961",3048,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,3,2,"South Sudan Save the Children"
"2962",3049,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,3,2,"South Sudan Save the Children"
"2963",3050,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,7,6,"South Sudan Save the Children"
"2964",3051,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,4,3,"South Sudan Save the Children"
"2965",3052,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,8,4,"South Sudan Save the Children"
"2966",3053,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,2,1,"South Sudan Save the Children"
"2967",3054,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,7,5,"South Sudan Save the Children"
"2968",3055,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,10,3,"South Sudan Save the Children"
"2969",3056,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,9,4,"South Sudan Save the Children"
"2970",3057,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-17,9,3,"South Sudan Save the Children"
"2971",3058,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2972",3059,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,2,"Bangladesh Plan International"
"2973",3060,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,6,4,"Bangladesh Plan International"
"2974",3061,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,4,1,"Bangladesh Plan International"
"2975",3062,"Bangladesh","Plan International","Village","Host_community_HH",2022-12-17,5,2,"Bangladesh Plan International"
"2976",3063,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,7,5,"Bangladesh Plan International"
"2977",3064,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,3,"Bangladesh Plan International"
"2978",3065,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,2,"Bangladesh Plan International"
"2979",3066,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"2980",3067,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,4,"Bangladesh Plan International"
"2981",3068,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,3,2,"Bangladesh Plan International"
"2982",3069,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"2983",3070,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,3,2,"Bangladesh Plan International"
"2984",3071,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,1,"Bangladesh Plan International"
"2985",3072,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,4,"Bangladesh Plan International"
"2986",3073,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,3,1,"Bangladesh Plan International"
"2987",3074,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,4,"Bangladesh Plan International"
"2988",3075,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"2989",3076,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"2990",3077,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,3,"Bangladesh Plan International"
"2991",3078,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"2992",3079,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"2993",3080,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,2,"Bangladesh Plan International"
"2994",3081,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"2995",3082,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"2996",3083,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,2,"Bangladesh Plan International"
"2997",3084,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"2998",3085,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"2999",3086,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"3000",3087,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,2,"Bangladesh Plan International"
"3001",3088,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3002",3089,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,3,1,"Bangladesh Plan International"
"3003",3090,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,6,4,"Bangladesh Plan International"
"3004",3091,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3005",3092,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3006",3093,"Bangladesh","Plan International","Camp","Host_community_HH",2022-12-18,3,2,"Bangladesh Plan International"
"3007",3094,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3008",3095,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,3,"Bangladesh Plan International"
"3009",3096,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3010",3097,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,4,2,"Bangladesh Plan International"
"3011",3098,"Bangladesh","Plan International","Camp","Host_community_HH",2022-12-18,3,1,"Bangladesh Plan International"
"3012",3099,"Bangladesh","Plan International","Camp","Host_community_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3013",3100,"Bangladesh","Plan International","Village","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3014",3101,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,5,3,"Bangladesh Plan International"
"3015",3102,"Bangladesh","Plan International","Camp","Refugee_HH",2022-12-18,8,6,"Bangladesh Plan International"
"3016",3103,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3017",3104,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,3,"South Sudan Save the Children"
"3018",3105,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,5,"South Sudan Save the Children"
"3019",3106,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3020",3107,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,3,"South Sudan Save the Children"
"3021",3108,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,3,1,"South Sudan Save the Children"
"3022",3109,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,8,5,"South Sudan Save the Children"
"3023",3110,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,5,"South Sudan Save the Children"
"3024",3111,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,3,2,"South Sudan Save the Children"
"3025",3112,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,2,"South Sudan Save the Children"
"3026",3113,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3027",3114,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,10,7,"South Sudan Save the Children"
"3028",3115,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,5,"South Sudan Save the Children"
"3029",3116,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,10,7,"South Sudan Save the Children"
"3030",3117,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,4,"South Sudan Save the Children"
"3031",3118,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3032",3119,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,2,"South Sudan Save the Children"
"3033",3120,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,8,7,"South Sudan Save the Children"
"3034",3121,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3035",3122,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,5,3,"South Sudan Save the Children"
"3036",3123,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,5,"South Sudan Save the Children"
"3037",3124,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,4,"South Sudan Save the Children"
"3038",3125,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,2,"South Sudan Save the Children"
"3039",3126,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,4,"South Sudan Save the Children"
"3040",3128,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,7,5,"South Sudan Save the Children"
"3041",3129,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,5,3,"South Sudan Save the Children"
"3042",3130,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,13,7,"South Sudan Save the Children"
"3043",3131,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,10,3,"South Sudan Save the Children"
"3044",3132,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,7,1,"South Sudan Save the Children"
"3045",3133,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,10,4,"South Sudan Save the Children"
"3046",3134,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,8,5,"South Sudan Save the Children"
"3047",3135,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,7,3,"South Sudan Save the Children"
"3048",3136,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,5,2,"South Sudan Save the Children"
"3049",3137,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,6,3,"South Sudan Save the Children"
"3050",3138,"South Sudan","Save the Children","Village","Host_community_HH",2022-12-18,3,6,"South Sudan Save the Children"
"3051",3139,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,3,"South Sudan Save the Children"
"3052",3140,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,3,"South Sudan Save the Children"
"3053",3141,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,6,3,"South Sudan Save the Children"
"3054",3142,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,3,"South Sudan Save the Children"
"3055",3143,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,3,2,"South Sudan Save the Children"
"3056",3144,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,3,2,"South Sudan Save the Children"
"3057",3145,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,5,4,"South Sudan Save the Children"
"3058",3146,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,4,3,"South Sudan Save the Children"
"3059",3147,"South Sudan","Save the Children","Neighbourhood/_quarter","Host_community_HH",2022-12-18,3,2,"South Sudan Save the Children"
"3060",3148,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-10,4,2,"South Sudan World Vision"
"3061",3149,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-12,5,1,"South Sudan World Vision"
"3062",3150,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-12,5,2,"South Sudan World Vision"
"3063",3152,"South Sudan","World Vision","Village","Host_community_HH",2022-12-09,8,3,"South Sudan World Vision"
"3064",3160,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,5,2,"South Sudan World Vision"
"3065",3161,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,5,1,"South Sudan World Vision"
"3066",3162,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,5,1,"South Sudan World Vision"
"3067",3163,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,6,1,"South Sudan World Vision"
"3068",3164,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,6,1,"South Sudan World Vision"
"3069",3165,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,6,3,"South Sudan World Vision"
"3070",3166,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,5,1,"South Sudan World Vision"
"3071",3167,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,5,1,"South Sudan World Vision"
"3072",3168,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,6,2,"South Sudan World Vision"
"3073",3169,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,5,2,"South Sudan World Vision"
"3074",3170,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,8,3,"South Sudan World Vision"
"3075",3171,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,5,2,"South Sudan World Vision"
"3076",3172,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,8,3,"South Sudan World Vision"
"3077",3174,"South Sudan","World Vision","Village","Host_community_HH",2022-12-13,7,3,"South Sudan World Vision"
"3078",3175,"South Sudan","World Vision","Village","Host_community_HH",2022-12-09,6,3,"South Sudan World Vision"
"3079",3176,"South Sudan","World Vision","Village","Host_community_HH",2022-12-09,10,6,"South Sudan World Vision"
"3080",3177,"South Sudan","World Vision","Village","Host_community_HH",2022-12-09,10,5,"South Sudan World Vision"
"3081",3178,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,11,10,"South Sudan World Vision"
"3082",3179,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,7,4,"South Sudan World Vision"
"3083",3180,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,10,5,"South Sudan World Vision"
"3084",3181,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,7,5,"South Sudan World Vision"
"3085",3182,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,10,6,"South Sudan World Vision"
"3086",3183,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,12,6,"South Sudan World Vision"
"3087",3184,"South Sudan","World Vision","Village","Host_community_HH",2022-12-10,9,6,"South Sudan World Vision"
"3088",3185,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,10,5,"South Sudan World Vision"
"3089",3186,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,10,6,"South Sudan World Vision"
"3090",3187,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,9,5,"South Sudan World Vision"
"3091",3188,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,10,6,"South Sudan World Vision"
"3092",3189,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,11,9,"South Sudan World Vision"
"3093",3190,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,8,6,"South Sudan World Vision"
"3094",3191,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,9,7,"South Sudan World Vision"
"3095",3192,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,7,5,"South Sudan World Vision"
"3096",3193,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,10,6,"South Sudan World Vision"
"3097",3194,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,10,9,"South Sudan World Vision"
"3098",3195,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,6,6,"South Sudan World Vision"
"3099",3196,"South Sudan","World Vision","Village","Host_community_HH",2022-12-12,5,4,"South Sudan World Vision"
"3100",3197,"South Sudan","World Vision","Village","Host_community_HH",2022-12-13,9,7,"South Sudan World Vision"
"3101",3198,"South Sudan","World Vision","Village","Host_community_HH",2022-12-13,5,3,"South Sudan World Vision"
"3102",3199,"South Sudan","World Vision","Village","Host_community_HH",2022-12-13,5,4,"South Sudan World Vision"
"3103",3200,"South Sudan","World Vision","Village","Host_community_HH",2022-12-13,6,4,"South Sudan World Vision"
"3104",3201,"South Sudan","World Vision","Village","Host_community_HH",2022-12-14,5,3,"South Sudan World Vision"
"3105",3202,"South Sudan","World Vision","Village","Host_community_HH",2022-12-11,4,2,"South Sudan World Vision"
"3106",3203,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-04,8,4,"South Sudan World Vision"
"3107",3204,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-03,6,4,"South Sudan World Vision"
"3108",3205,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-04,11,5,"South Sudan World Vision"
"3109",3206,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-02,8,4,"South Sudan World Vision"
"3110",3207,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-05,6,4,"South Sudan World Vision"
"3111",3208,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-03,8,7,"South Sudan World Vision"
"3112",3209,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-10,5,2,"South Sudan World Vision"
"3113",3210,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-04,7,5,"South Sudan World Vision"
"3114",3211,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-04,7,5,"South Sudan World Vision"
"3115",3212,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-05,6,4,"South Sudan World Vision"
"3116",3213,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-11,6,2,"South Sudan World Vision"
"3117",3214,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-06,6,2,"South Sudan World Vision"
"3118",3215,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-06,11,6,"South Sudan World Vision"
"3119",3216,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-06,7,3,"South Sudan World Vision"
"3120",3217,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,10,7,"South Sudan World Vision"
"3121",3218,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,5,3,"South Sudan World Vision"
